Equivalencia1;Equivalencia2;Equivalencia3;Equivalencia4;Equivalencia5;Equivalencia6;Equivalencia7;Equivalencia8;Equivalencia9;Equivalencia10;Equivalencia11;Equivalencia12;Equivalencia13;Equivalencia14;Equivalencia15;Equivalencia16;Equivalencia17;Equivalencia18;Equivalencia19;Equivalencia20;Resultado ICF;resultadoCalculado
0.689667303;0.079428446;0.924441656;0.977364314;0.212946409;0.685626018;0.268239186;0.734142679;0.996243088;0.349286883;0.214737876;0.21470493;0.506547796;0.084123094;0.081585182;0.629215286;0.20278409;0.834556513;0.482650859;0.760894691;0.496459315;0.496459
0.660769794;0.555100741;0.547309797;0.938886381;0.040860194;0.471164681;0.07942496;0.784394266;0.288502519;0.133170956;0.27510434;0.020974366;0.859888699;0.098143542;0.005614364;0.906423884;0.591436786;0.28262241;0.381283631;0.266157543;0.409361693;0.409362
0.985920408;0.208628844;0.116110105;0.137574992;0.782899983;0.592837054;0.768149254;0.352023413;0.50490492;0.642176846;0.288935191;0.224473376;0.642352528;0.662555024;0.04915893;0.000184061;0.507798556;0.515118267;0.991051679;0.559152036;0.476600273;0.476600
0.444963372;0.23106996;0.049542655;0.220303987;0.893497439;0.706619956;0.285594931;0.744755786;0.14317362;0.830183226;0.483858603;0.940157735;0.440392855;0.717230632;0.462210537;0.145346144;0.548122234;0.736379235;0.747968847;0.985618093;0.537849492;0.537849
0.046870245;0.241791671;0.211449582;0.551140535;0.024136864;0.550197777;0.878398327;0.011036368;0.497530838;0.711902419;0.798510641;0.341318448;0.915678156;0.163166092;0.667085966;0.380927928;0.47975145;0.087917521;0.207608937;0.653811773;0.421011577;0.421012
0.543477506;0.6691754;0.919326339;0.140904321;0.677825611;0.459470551;0.127191492;0.217642356;0.122064783;0.735155735;0.13484029;0.357031384;0.589737968;0.06708905;0.838970406;0.106318398;0.311304784;0.384544435;0.491273214;0.673739541;0.428354178;0.428354
0.062209054;0.259693017;0.781694484;0.252025192;0.439235026;0.113090028;0.657985491;0.230918228;0.199157109;0.597804958;0.6660141;0.642267864;0.904944828;0.239831649;0.900096869;0.568008689;0.1835446;0.595523764;0.55204607;0.846526851;0.484630894;0.484631
0.114125517;0.796297455;0.234809101;0.943055246;0.192375682;0.74541144;0.177051142;0.188828452;0.271677726;0.443597158;0.521318631;0.739633781;0.324287293;0.588593325;0.326488251;0.733405754;0.910462469;0.153176206;0.581728958;0.612813698;0.479956864;0.479957
0.60907431;0.889584743;0.447172134;0.06606212;0.736702056;0.274363241;0.550734883;0.903162876;0.028907779;0.452548732;0.164271295;0.981047793;0.051184179;0.944390188;0.118193181;0.939328477;0.186918771;0.514699179;0.721461204;0.506972285;0.504338971;0.504339
0.367789078;0.101298977;0.504732536;0.798146333;0.15584568;0.013073728;0.199091949;0.158838486;0.949528147;0.777424464;0.605802805;0.290448098;0.128639141;0.672316694;0.656830408;0.298962328;0.755033794;0.598691229;0.004180043;0.377512651;0.420709328;0.420709
0.536361713;0.498215728;0.551461331;0.637511805;0.545164658;0.513339695;0.530310265;0.745996845;0.89078007;0.882248399;0.888865785;0.219793859;0.675758575;0.455127561;0.747122272;0.344344227;0.713004349;0.342296945;0.322882725;0.027024264;0.553380554;0.553381
0.66543329;0.411188786;0.348808344;0.717870511;0.280954811;0.949146211;0.225851883;0.746699338;0.330189577;0.162790716;0.647016218;0.104379833;0.558458751;0.977015718;0.791503047;0.988338164;0.895159812;0.523248481;0.841667373;0.705606831;0.593566385;0.593566
0.529192621;0.628983349;0.814314697;0.618086662;0.319619613;0.851771681;0.051894872;0.87204585;0.317383763;0.809218842;0.149059714;0.614277376;0.599101128;0.191522873;0.456859423;0.918644541;0.492065753;0.091726375;0.825230588;0.048636834;0.509981828;0.509982
0.116184474;0.64101011;0.39973141;0.269781763;0.44468588;0.502362941;0.064356995;0.175086506;0.873078379;0.827564452;0.387541188;0.164894399;0.607924249;0.569817581;0.307865959;0.647110081;0.528322088;0.294649854;0.810479442;0.132611291;0.438252952;0.438253
0.915043273;0.409167957;0.479388574;0.568144642;0.026228089;0.369340443;0.004114896;0.180749314;0.08764436;0.918212315;0.537587474;0.280682015;0.348718551;0.366932212;0.534851695;0.178135291;0.755517694;0.651930035;0.997219055;0.213012098;0.441130999;0.441131
0.792437131;0.372623131;0.025494114;0.511468456;0.885657311;0.42653462;0.72085076;0.562640166;0.581754494;0.378425563;0.901276959;0.941050332;0.432304044;0.403145165;0.483471983;0.03691069;0.606875636;0.198133373;0.879326171;0.289980221;0.521518016;0.521518
0.360426893;0.650811442;0.870422999;0.352436763;0.170927643;0.014771369;0.240131438;0.388973611;0.48926994;0.083399902;0.257372962;0.763854896;0.588075113;0.707999659;0.242262213;0.645832852;0.830143865;0.980194462;0.56622028;0.381998312;0.479276331;0.479276
0.423108993;0.40368189;0.709502734;0.254241649;0.662612001;0.067176986;0.627194686;0.129922084;0.879134602;0.038251117;0.694462381;0.974877153;0.298681716;0.963504482;0.28663224;0.220575479;0.265588131;0.884416663;0.410397844;0.07350184;0.463373234;0.463373
0.045330758;0.470173535;0.021912468;0.204759724;0.765930942;0.621029278;0.058211869;0.600136556;0.286959817;0.371371907;0.84248739;0.675917599;0.56577637;0.47756941;0.357966214;0.844527465;0.205490976;0.023333332;0.64614783;0.637243046;0.436113824;0.436114
0.145353254;0.888721641;0.686988446;0.034789606;0.862674405;0.589689586;0.260187231;0.762632978;0.599390811;0.252417456;0.547757618;0.221595152;0.317210318;0.76902051;0.463341533;0.921546121;0.200164104;0.033405182;0.10071054;0.783167553;0.472038202;0.472038
0.831262696;0.064861884;0.583922796;0.31655789;0.610545917;0.000178274;0.801081286;0.339132958;0.917084994;0.190898419;0.390847411;0.246264812;0.721848625;0.387506955;0.431548291;0.576757102;0.50824567;0.035766161;0.402977274;0.762458748;0.455987408;0.455987
0.383380566;0.441571531;0.575685559;0.55908356;0.48997822;0.822037159;0.434847723;0.351330297;0.726197163;0.003500352;0.652370822;0.012710648;0.055446347;0.526026566;0.942665642;0.570781636;0.152594095;0.714753744;0.423560258;0.240420796;0.453947134;0.453947
0.144375606;0.490578739;0.460077498;0.315517158;0.793813303;0.768348531;0.073040157;0.048016002;0.50751099;0.743785741;0.766400621;0.018977002;0.613741928;0.537704021;0.018220141;0.457641162;0.616531359;0.149292944;0.369747536;0.958718379;0.442601941;0.442602
0.222031594;0.598915359;0.552999331;0.539571608;0.063053005;0.223554498;0.804028261;0.266533086;0.942639678;0.134636501;0.377797726;0.805605901;0.130842522;0.730385208;0.108467209;0.226364533;0.183834824;0.925389715;0.108289626;0.896848102;0.442089414;0.442089
0.279023529;0.491259504;0.244160999;0.633805996;0.876499414;0.680945356;0.07239577;0.160058357;0.07977051;0.663295399;0.319336707;0.375872462;0.301939768;0.201533457;0.597850636;0.145146064;0.149179663;0.388752826;0.034422482;0.604787716;0.365001831;0.365002
0.058457094;0.019617538;0.350495129;0.036892042;0.173033728;0.793543865;0.786837239;0.960763438;0.1852119;0.019110286;0.749284343;0.249896174;0.021546702;0.842243383;0.621530084;0.329827846;0.353517797;0.699140756;0.191981587;0.087239196;0.376508506;0.376509
0.856135199;0.41674115;0.852540417;0.137650231;0.029556797;0.771383783;0.778080029;0.584074415;0.93255756;0.423077141;0.786109468;0.98600913;0.521045929;0.960279553;0.21016902;0.467581035;0.729369624;0.50038732;0.272120394;0.598845313;0.590685675;0.590686
0.713985055;0.923758209;0.649806474;0.961837257;0.116508336;0.164375944;0.477350678;0.848047243;0.456003916;0.599952112;0.413358427;0.154005517;0.684698347;0.3967255;0.394732502;0.909843487;0.251014233;0.076904491;0.951606693;0.892718696;0.551861656;0.551862
0.1307495;0.6177224;0.614472788;0.699794239;0.783425607;0.208174843;0.333108992;0.228035898;0.421695772;0.884809083;0.865873702;0.151500163;0.492398121;0.054313467;0.692626088;0.810136125;0.420141108;0.981202034;0.978225585;0.529963174;0.544918434;0.544918
0.730246783;0.03919078;0.850324219;0.920745472;0.327694082;0.776972275;0.57166185;0.74989111;0.285337298;0.55876816;0.583329316;0.738115919;0.511964116;0.203966317;0.413525785;0.161749584;0.957518541;0.153540476;0.571940149;0.282584831;0.519453353;0.519453
0.080485791;0.968421965;0.252148422;0.14998487;0.983200387;0.54421504;0.794432507;0.818176445;0.224764489;0.657511143;0.78254456;0.074190081;0.34760656;0.612563514;0.959257828;0.156222828;0.177211002;0.74058001;0.485001502;0.35145558;0.507998726;0.507999
0.788218025;0.762147943;0.378334656;0.833817579;0.074462921;0.543936404;0.78339382;0.570227894;0.290986776;0.666549256;0.324346541;0.806102267;0.66342356;0.696632662;0.504937353;0.909067444;0.223546782;0.85510571;0.943114619;0.130854681;0.587460345;0.587460
0.072756965;0.878751203;0.872502171;0.910185851;0.808109645;0.613936543;0.793715236;0.007086657;0.278154493;0.880287828;0.417912682;0.246706602;0.255112079;0.195736054;0.405552756;0.716444551;0.433919101;0.982345818;0.830125348;0.428874068;0.551410783;0.551411
0.468685621;0.411881586;0.679620659;0.120617064;0.73936969;0.612083101;0.068050582;0.899204612;0.747895539;0.890547618;0.311303834;0.798285827;0.844107932;0.186924491;0.224485792;0.952244042;0.747356322;0.613068587;0.760229508;0.542957444;0.580945993;0.580946
0.425209166;0.681817438;0.572770447;0.458603804;0.670755655;0.819042457;0.453116401;0.607569536;0.193540703;0.031186195;0.396931885;0.00276726;0.112064916;0.536886561;0.560536066;0.514121069;0.818594776;0.1745457;0.376874489;0.098011738;0.425247313;0.425247
0.342166782;0.897493173;0.458716746;0.713091335;0.440283596;0.811727274;0.478938512;0.960509892;0.707341591;0.708263156;0.106953113;0.730020003;0.220283496;0.853665691;0.116362729;0.559301887;0.88799715;0.734061782;0.981466772;0.814047857;0.626134627;0.626135
0.003617026;0.378114497;0.364559143;0.356818406;0.417826507;0.042790337;0.447084318;0.151716028;0.27564398;0.427760218;0.47234595;0.285231419;0.451590615;0.364421907;0.443946096;0.180964681;0.764633541;0.942313602;0.15201307;0.221928645;0.357265999;0.357266
0.411637316;0.400763047;0.18479079;0.366710416;0.123831563;0.962319309;0.458262992;0.182091453;0.404207688;0.29752203;0.041600871;0.583687309;0.657425376;0.426552198;0.58604242;0.794167077;0.163521608;0.608643305;0.464687327;0.526401106;0.43224326;0.432243
0.859428037;0.715849012;0.063142969;0.919073292;0.483859292;0.145812892;0.540123616;0.071086082;0.117817601;0.493366075;0.502548216;0.304020134;0.176360891;0.876879527;0.39544785;0.52217257;0.434055007;0.045164075;0.819614448;0.08498153;0.428540156;0.428540
0.107019964;0.388909854;0.694904606;0.514796635;0.370774477;0.432568811;0.733027199;0.443627382;0.237081503;0.794844377;0.792538515;0.909493457;0.662889282;0.479857946;0.611189358;0.529832923;0.072578378;0.297690486;0.83292673;0.517925827;0.521223886;0.521224
0.908259311;0.247390771;0.501473099;0.021259676;0.854404715;0.21299866;0.148583984;0.426393742;0.886766646;0.61264846;0.450606049;0.870870017;0.388607638;0.225452202;0.649476757;0.95791246;0.168177502;0.317412377;0.837505101;0.041913129;0.486405615;0.486406
0.606588095;0.721133844;0.624758918;0.297433578;0.936033587;0.174959379;0.396446071;0.063481615;0.398700118;0.358098809;0.494993456;0.043887464;0.043215978;0.525192104;0.40965441;0.32746087;0.203856324;0.989265486;0.270333806;0.43816686;0.416183039;0.416183
0.635912453;0.188274691;0.18207988;0.431425038;0.990653859;0.963512949;0.024083249;0.395774672;0.062677941;0.336726593;0.222121406;0.874792179;0.184197283;0.054013888;0.296556229;0.96970864;0.099263051;0.830738989;0.862108932;0.863049934;0.473383593;0.473384
0.305812859;0.076208241;0.022186114;0.78205456;0.451278279;0.139855;0.734625186;0.793422501;0.428524715;0.486121541;0.576942005;0.678012952;0.516122562;0.056738536;0.44374821;0.751113503;0.861957824;0.486852947;0.981921934;0.463006326;0.50182529;0.501825
0.109163813;0.261801337;0.956497262;0.083456113;0.756224071;0.184660771;0.964978481;0.367953101;0.561821122;0.219205795;0.189139129;0.789961565;0.60895995;0.463856369;0.111914584;0.586714361;0.993632974;0.338666043;0.049731821;0.198147167;0.439824291;0.439824
0.676153614;0.869574657;0.691059551;0.908244277;0.1657389;0.361723868;0.846188189;0.406957573;0.50542704;0.977200291;0.164064454;0.676884896;0.128802711;0.577916822;0.862681665;0.488333973;0.673827873;0.237876455;0.921455438;0.854623357;0.59973678;0.599737
0.699216091;0.781096053;0.117927308;0.607142702;0.261014048;0.581806104;0.098215947;0.923177503;0.498525332;0.066531274;0.546882438;0.791122728;0.069860305;0.631640435;0.39998282;0.450439652;0.200976075;0.490025154;0.417094828;0.380691207;0.4506684;0.450668
0.355442099;0.884762128;0.038984767;0.895521594;0.278620858;0.717597019;0.792155169;0.652688857;0.691768356;0.79381445;0.594727097;0.915365527;0.886686978;0.351598322;0.536529708;0.223404525;0.425477854;0.158913047;0.640684614;0.050645259;0.544269411;0.544269
0.388864373;0.927560541;0.911111259;0.561303944;0.316490899;0.496369001;0.744867065;0.380149002;0.756659747;0.215354692;0.16774088;0.240079461;0.742001328;0.748688464;0.641674938;0.558381284;0.252799835;0.623536047;0.926367254;0.648543238;0.562427163;0.562427
0.44352709;0.888304044;0.900265044;0.564601552;0.167079789;0.812094191;0.220925294;0.504635945;0.807886343;0.226654317;0.406411234;0.318022104;0.270726181;0.085041005;0.828806254;0.200786046;0.000745562;0.439541153;0.217482916;0.161688584;0.423261232;0.423261
0.880091804;0.182386023;0.247969639;0.004064659;0.458584997;0.119404337;0.915924898;0.890372523;0.043047732;0.2031168;0.35064877;0.508572052;0.257172732;0.857988924;0.86358835;0.274484681;0.119937155;0.433304682;0.349324087;0.914418522;0.443720168;0.443720
0.076545883;0.942514695;0.185998604;0.231978552;0.793547502;0.292553871;0.723504065;0.919967425;0.44574051;0.905185585;0.137346509;0.433868645;0.41388294;0.892926613;0.150555867;0.82985801;0.146585851;0.229279896;0.88419049;0.055774638;0.484590308;0.484590
0.520832601;0.356748487;0.526049961;0.07078117;0.274850911;0.933008713;0.879670649;0.078762817;0.169523772;0.302442144;0.38891461;0.058026801;0.097639294;0.411047936;0.913061632;0.816260124;0.304421265;0.936562128;0.112788763;0.592576473;0.437198513;0.437199
0.991095279;0.616999661;0.430628178;0.259074073;0.990360346;0.96258781;0.202649785;0.931916047;0.942146824;0.92030613;0.52137524;0.935090749;0.321524476;0.793689257;0.429088773;0.115428324;0.155346615;0.318748827;0.353598552;0.545837571;0.586874626;0.586875
0.761091478;0.174335748;0.169245244;0.214128933;0.117982092;0.236134183;0.342743641;0.696373084;0.095809352;0.713378917;0.049068751;0.793346144;0.140624745;0.133341684;0.239216324;0.677336408;0.186287464;0.230994642;0.986560015;0.300310247;0.362915455;0.362915
0.723794132;0.672325078;0.010061637;0.154927357;0.229467583;0.90961732;0.650214944;0.437829239;0.088179125;0.093011741;0.510067579;0.074780136;0.12271029;0.61131842;0.633345791;0.349036676;0.369788829;0.651647614;0.647155454;0.759434151;0.434935655;0.434936
0.663505127;0.255510141;0.029860982;0.185657601;0.3238589;0.130607518;0.254887124;0.138540145;0.177518877;0.38968115;0.931411879;0.698483634;0.647487965;0.56319854;0.427579714;0.553791685;0.66156555;0.025420214;0.880382496;0.919695803;0.442932252;0.442932
0.118101841;0.960112544;0.203342394;0.399684372;0.61389209;0.45213716;0.196220613;0.795327408;0.039925334;0.185157088;0.587117166;0.764960314;0.994210135;0.175009865;0.784490585;0.50801633;0.03656199;0.497806636;0.328073645;0.476501957;0.455832473;0.455832
0.791013426;0.99219641;0.805284911;0.97565037;0.40412514;0.792943086;0.737356376;0.680579154;0.364071538;0.232841234;0.369272039;0.216466615;0.524839611;0.536096914;0.779943616;0.23561889;0.308984668;0.000615886;0.693310756;0.000759074;0.522098486;0.522098
0.089765783;0.845910195;0.654119232;0.175277819;0.954311363;0.227956017;0.177965186;0.895047065;0.733765951;0.945880462;0.574892644;0.272367813;0.689756303;0.72093561;0.524239984;0.679973988;0.494614037;0.926943925;0.895998495;0.646837357;0.606327961;0.606328
0.406994231;0.6063247;0.609999317;0.973544083;0.555720349;0.775802226;0.822117396;0.046937059;0.28574993;0.516737545;0.865644113;0.270722327;0.045353535;0.497219962;0.17444224;0.604691247;0.549332343;0.408893091;0.40107093;0.102857886;0.476007725;0.476008
0.711701973;0.234644697;0.55424621;0.193142967;0.329105269;0.175781541;0.931333893;0.396344366;0.256331533;0.157806614;0.744423211;0.420457548;0.537663184;0.741166263;0.427443143;0.84363879;0.434548548;0.330007532;0.834303748;0.566459895;0.491027546;0.491028
0.144415865;0.980396457;0.936233362;0.431589796;0.882643277;0.459163178;0.926260377;0.289870254;0.637835747;0.850819649;0.914048488;0.398081003;0.196755723;0.696614548;0.459387844;0.50675894;0.733423371;0.682995671;0.989355286;0.423707677;0.627017826;0.627018
0.525858479;0.212176411;0.71506324;0.554163783;0.911964412;0.938831854;0.273803662;0.438411069;0.932423171;0.273081939;0.675396041;0.648675989;0.933907529;0.798296777;0.019086386;0.389536345;0.65554556;0.028995101;0.253166491;0.83758751;0.550798587;0.550799
0.236075036;0.829952675;0.658324754;0.794810344;0.316586533;0.180071624;0.343620842;0.814531448;0.292061637;0.98530051;0.78133974;0.945857351;0.869834067;0.416395817;0.953999839;0.306138723;0.083344115;0.637292408;0.987228216;0.164799148;0.579878241;0.579878
0.976295835;0.002908525;0.808010325;0.880859601;0.368603811;0.300871704;0.033869274;0.865726549;0.209285248;0.677015435;0.778289741;0.046329856;0.828943119;0.993142299;0.741847584;0.437760399;0.94678889;0.883451343;0.663066283;0.964110002;0.620358791;0.620359
0.343197999;0.699361896;0.668894795;0.957096154;0.456020212;0.144360214;0.531255777;0.110171786;0.151559267;0.443568482;0.319673025;0.339287682;0.12423269;0.878847149;0.924062166;0.612308694;0.969871107;0.350564207;0.877485292;0.216112006;0.50589653;0.505897
0.909525873;0.751588109;0.833667731;0.078475482;0.552122702;0.200626716;0.460559213;0.009476921;0.118994576;0.045025179;0.720211562;0.697765534;0.611707421;0.665399697;0.559831952;0.185798922;0.454190769;0.261597627;0.343077794;0.643305707;0.455147474;0.455147
0.209227329;0.589268624;0.2657191;0.215176939;0.460107798;0.819253091;0.624843494;0.146679859;0.963729158;0.102365669;0.504147851;0.621617097;0.341974231;0.011099747;0.172964092;0.586600108;0.716277151;0.203152831;0.662886826;0.435080487;0.432608574;0.432609
0.525016558;0.173453861;0.651881653;0.525799687;0.446031288;0.588343113;0.808053124;0.901890522;0.696893584;0.322447821;0.188232075;0.826250533;0.452032449;0.479180346;0.834784238;0.883767529;0.816736619;0.527223629;0.830179173;0.181891418;0.583004461;0.583004
0.347307511;0.292228725;0.375454778;0.853740776;0.303716116;0.050333212;0.283095957;0.412304045;0.688865406;0.788858231;0.816216707;0.355740761;0.454895056;0.619515916;0.37217406;0.502352616;0.953650505;0.834890456;0.498832016;0.229356979;0.501676491;0.501676
0.176439446;0.31312218;0.307288861;0.233276134;0.220243904;0.018922326;0.092409296;0.013738072;0.823032352;0.003267031;0.430212218;0.250400335;0.073016007;0.572768286;0.382829168;0.902242882;0.93744878;0.781635882;0.035706844;0.092912063;0.333045603;0.333046
0.349953299;0.97134831;0.567506656;0.65963797;0.869096078;0.911731918;0.55852923;0.505638459;0.793045494;0.196303825;0.590156592;0.707036331;0.054495971;0.929276268;0.625284127;0.974817689;0.454218597;0.138477924;0.507324705;0.448575242;0.590622734;0.590623
0.371688245;0.559301901;0.995395202;0.74286096;0.363955532;0.691643463;0.43320377;0.691223604;0.980448928;0.29605264;0.309264333;0.001997644;0.54145169;0.509076699;0.73780816;0.967078379;0.062317619;0.175582013;0.696823752;0.3435672;0.523537087;0.523537
0.060898505;0.471298291;0.312177258;0.378748142;0.910127121;0.621594535;0.567507467;0.91200201;0.858664996;0.149749372;0.81720911;0.536182587;0.144642789;0.408679442;0.608989213;0.581569465;0.653262977;0.295209971;0.813081556;0.100900137;0.510124747;0.510125
0.613737605;0.848885427;0.23321616;0.220283782;0.911538181;0.008908305;0.30476697;0.854321402;0.107320901;0.898341987;0.149155773;0.927383812;0.579178874;0.801123298;0.520422676;0.258752558;0.841776412;0.837482641;0.104789331;0.991604339;0.550649522;0.550650
0.741122425;0.840930529;0.959187819;0.908655879;0.27014194;0.474090081;0.537265533;0.767603234;0.944587533;0.365320266;0.128246407;0.489515432;0.067449769;0.638124592;0.862136017;0.323456237;0.482853244;0.420300578;0.004583272;0.835866104;0.553071845;0.553072
0.017630962;0.53223893;0.722321424;0.728940221;0.291960276;0.379864957;0.300594415;0.665243577;0.267322461;0.61164036;0.720689103;0.459285931;0.486730646;0.944312478;0.761146636;0.078689126;0.349330752;0.424655743;0.416637284;0.080615582;0.461992543;0.461993
0.930304624;0.10680508;0.834068846;0.671375302;0.141435731;0.753920011;0.85293199;0.051233259;0.802568392;0.778173765;0.877804278;0.166896586;0.588405799;0.428989728;0.881925737;0.066998248;0.354400473;0.009784475;0.523356947;0.630970193;0.522617473;0.522617
0.299700912;0.393446561;0.471093006;0.193769966;0.141658284;0.181830938;0.196760188;0.34139641;0.253836517;0.861266708;0.353986809;0.073355914;0.6411929;0.669324813;0.675736801;0.049118972;0.050681737;0.435327839;0.691964579;0.422382671;0.369891626;0.369892
0.439956245;0.145197505;0.00303618;0.978159928;0.935503753;0.364949521;0.493978108;0.074022189;0.872943433;0.680657032;0.22493239;0.966746847;0.608202018;0.200414178;0.28541521;0.508700915;0.539641188;0.653816973;0.055587319;0.745357591;0.488860926;0.488861
0.602888936;0.636571851;0.450613058;0.334565698;0.194617806;0.253428542;0.54270969;0.757138252;0.433006321;0.099288321;0.027008127;0.342456778;0.863020865;0.410514181;0.221832035;0.614681023;0.013521414;0.390332198;0.418799561;0.674038664;0.414051666;0.414052
0.027955971;0.07417443;0.462432956;0.443608991;0.467275884;0.348866922;0.373748863;0.639839275;0.309341047;0.910210305;0.286021116;0.178877381;0.009954788;0.545910709;0.260942962;0.254106104;0.514890979;0.055983991;0.612239151;0.235468469;0.350592515;0.350593
0.347933445;0.699138978;0.89378435;0.586494529;0.548550239;0.684766361;0.99757483;0.376590497;0.476753971;0.218647796;0.10795931;0.831046467;0.56779465;0.080811622;0.566950624;0.408678073;0.623484139;0.713913762;0.821849951;0.054356368;0.530353998;0.530354
0.247764805;0.173732697;0.931701721;0.525400365;0.824879298;0.424352922;0.9864437;0.930741995;0.539671165;0.706592805;0.546300025;0.915482932;0.943854728;0.348562887;0.000812118;0.530023485;0.699101275;0.203122644;0.819187271;0.942340709;0.612003477;0.612003
0.136901761;0.535390613;0.151999597;0.367019513;0.065019802;0.581383621;0.317978354;0.960245411;0.210799445;0.249995737;0.715592609;0.347152132;0.834133856;0.888178605;0.791286665;0.753874313;0.875174147;0.053227672;0.621901719;0.271632805;0.486444419;0.486444
0.345776095;0.676480853;0.69254518;0.578075225;0.386464948;0.367594903;0.922513951;0.436109434;0.727871443;0.464287976;0.618872977;0.286275263;0.627151654;0.326628373;0.016168229;0.300553365;0.55093164;0.684165228;0.932298668;0.114945699;0.502785555;0.502786
0.236873274;0.586938678;0.079590713;0.964774221;0.510470364;0.536203667;0.526270846;0.30088355;0.197035801;0.059245443;0.16008457;0.626416535;0.752141822;0.945877739;0.053438508;0.272010025;0.705308416;0.490146204;0.368057517;0.092461667;0.423211478;0.423211
0.407768925;0.807162665;0.530330091;0.311477007;0.352756125;0.356979341;0.303939344;0.131293424;0.36329659;0.341923885;0.810445179;0.537885004;0.628418903;0.482368584;0.744593585;0.096786558;0.155128977;0.558560694;0.340336209;0.241016954;0.425123402;0.425123
0.609568489;0.299624066;0.93697343;0.431475643;0.574543518;0.402531114;0.261478482;0.057075242;0.598036005;0.425367644;0.127427303;0.936456402;0.770278384;0.341465435;0.998258792;0.467342327;0.131515492;0.811922745;0.191493472;0.40013734;0.488648566;0.488649
0.52491906;0.143649166;0.46258711;0.89976744;0.653403373;0.737120862;0.323581357;0.343479315;0.765365633;0.691981039;0.22866141;0.042203039;0.908293105;0.857877411;0.158732776;0.553281035;0.436050187;0.944141746;0.300752967;0.703610508;0.533972927;0.533973
0.373858139;0.638156058;0.13180541;0.215167937;0.907131014;0.102714185;0.228925054;0.228086172;0.215717322;0.762400842;0.357731741;0.387917646;0.035022272;0.339153697;0.616068308;0.724813403;0.673392389;0.655241604;0.078237742;0.109496084;0.389051851;0.389052
0.967287699;0.361289565;0.221608478;0.519010723;0.463792006;0.253971671;0.763132618;0.391094812;0.257980097;0.313756939;0.338263606;0.539080925;0.558376969;0.161422757;0.732692404;0.256790774;0.254636298;0.090100838;0.637262384;0.70186996;0.439171076;0.439171
0.208805048;0.29898936;0.396817953;0.260763994;0.486024933;0.582239457;0.593084697;0.396434282;0.981103343;0.32597968;0.123113355;0.632241447;0.826822269;0.741571613;0.265834675;0.885611834;0.884703309;0.97099601;0.282244751;0.152307742;0.514784488;0.514784
